id,prediction
d1d5671f-79dd-4fd3-a4aa-b5f81d8a944f,Contradiction
cf45d975-0c29-4cf3-8f21-c245482a2b32,Contradiction
fb011e19-d4fb-4e6c-b7c9-7a7238f78970,Entailment
fd800c89-d30c-4a9a-970b-5385deeab52f,Contradiction
d0212d75-c952-4ad3-ae36-bbf675eae985,Contradiction
5d98b3df-684a-466d-93da-5a672f602db6,Contradiction
61a6a476-9283-4cde-89e7-5f1405f690c1,"[""Contradiction""]"
bde8a5a0-02fc-4b6e-a91a-a56c420d9c3b,Contradiction
fabf3f7a-48df-4940-93e2-8cbe976c4246,Contradiction
e8351b8b-d707-4766-b875-777557f0653f,Contradiction
5dea6bbb-13c3-470c-98a6-3879f17de8c7,Contradiction
5c00eee7-bb33-45e5-97c6-4cfc34946cdf,Entailment
c3f4b547-8d11-42ba-800c-7ccbe1283741,Contradiction
451c8e9e-03c1-4b7a-9b84-5129c5623f1b,Entailment
7723c9e5-e80e-4ef6-b56d-ee26f8423d90,Contradiction
b6b719ca-e7f3-4254-a1a0-2946acbcd2fd,Contradiction
b3f59657-9278-41be-b740-433b0d38fdd5,Contradiction
bcc9a793-5002-4cd9-a5b7-af5a1ceca35a,Contradiction
3a141563-97b8-4154-8c9c-f1f551ec7969,Entailment
64441aad-b959-41bb-aa81-2f594d00b70c,Contradiction
5fcf6210-c07a-4b8e-9944-c2f0714e4d69,Contradiction
05530068-7a95-46f6-88d2-84e53ee2ff35,Entailment
40fc3a97-0a5d-4f19-ba94-7c4668d0538d,Entailment
f0f8a0a6-1148-4592-a9b4-27c005038900,Entailment
2cde3c46-f21a-4177-afc8-94f851854b98,Entailment
b3679900-ab99-4a84-83e0-fc1122a43beb,Contradiction
21afdaec-2db5-42b3-b201-b2dee4e23cb7,Contradiction
b9b69888-f771-4a3a-b6f0-825510997cca,Entailment
6d7c7740-c399-4d73-82c8-2ef0d4739341,Entailment
15577bb6-3b4d-4373-ae58-eb0bf0c34954,Entailment
315f4573-d5b1-4cbc-9efb-74c27a98dc6d,Contradiction
fe6baecc-71eb-4b15-ba15-66d57539c702,Contradiction
b581bb7b-6aaa-4c8a-81a0-c5e6a58ebcdf,Contradiction
f9e4988c-a325-40bc-8220-e7d0c404fd37,Entailment
ef2352dc-a976-47c6-91cd-6666e3f7b55a,Contradiction
ce40b0b9-d8d4-45f4-a2dc-4adb8e7103ac,Entailment
9cd25233-1d76-4d0d-a571-ce8fee279757,Contradiction
0c27bcc9-3108-4d4a-901a-22718c22d288,Contradiction
464e2cd9-6c59-4692-a3fc-083c374f4a5c,Contradiction
438a978d-ac7e-4260-bb24-d2129cb3dfc6,Contradiction
863f7074-fb4b-4c82-9e30-bb785f85f816,Contradiction
eeb18145-fc5f-41d7-bce3-245d21000e7b,Contradiction
ad5ca7e8-3e5d-43b8-9618-99f56fc70290,Contradiction
3eb3c09a-b46f-49bf-84d6-7aeb1ba0d2a5,Entailment
7dd6b446-5585-4660-8bc7-e9811af66268,Contradiction
f45bbf0b-4acd-4166-81a6-6b407cff87ca,Entailment
b23563cf-e6c4-4279-92b7-39d5e4de96d2,Contradiction
d921df56-8a29-45a9-bb0b-66ba14dbc193,Contradiction
006c9dd6-c568-4497-81b7-c954568a3b4a,Contradiction
585b42d5-c81a-482a-a6bf-b7db6c6edcfb,Contradiction
620b6390-df07-45fe-9ef9-55a32521c740,Entailment
eb088d03-7fdc-48bd-9175-0e7a9cfc7b9a,Entailment
9334239a-f4f1-4192-a35d-93c25c41328d,Entailment
feca7444-9108-45e9-b722-4f0a207376c7,Contradiction
2e2a005f-232f-457a-880e-c3950bc58df6,Entailment
b95564b8-cdbe-45d0-be91-764d6768e5f9,Contradiction
2ce0822a-fcf8-4010-950c-0d3a8dc2cb00,Contradiction
e6bba244-c154-4143-a5f2-5f8b1c304a97,Contradiction
a5657dcd-1ee5-44f6-bb21-e718259c4b2e,Contradiction
8180d5e0-b284-45fe-a390-0c3a54dc663f,Contradiction
87fda661-4348-4078-b3e7-915893241ab0,Contradiction
4bc60955-6137-4496-b780-5fb8e90dc3ed,Contradiction
7ad6c209-8893-4a2d-963d-24666ef93a80,Contradiction
a06166e6-12c9-49ba-ad3a-7fcfb5234174,Entailment
73feb437-66f3-44fd-8d9c-ab3204e6eac3,Contradiction
927d72b0-1f55-4803-9a86-40838c08f923,Entailment
19e0531d-7907-46b0-ab0c-e616746498e9,Entailment
fc281ab7-f956-47d7-a938-8778fef1bca0,Contradiction
6261a694-0407-4840-8a87-3a0c6f9dea4f,Contradiction
9730b1a6-e9cd-4fd6-b1e4-9916b5903c63,Contradiction
2fb3af20-adda-4fee-860a-ce376d3a0bb2,Entailment
f8dbd18d-2b55-4f0f-92a7-db3b1ecc3b6d,Entailment
dd27a6e7-3b83-4a84-bc40-5ba39617a1c1,Contradiction
113abff0-a728-40a6-b637-8bd60a53e626,Entailment
1cb125fb-0be1-49c6-b68b-64b525278c9c,Entailment
fd0b22b0-c86d-4460-bf53-310901404ef5,Entailment
c0151b24-14ab-4837-965d-88bb8115a560,Contradiction
1d66459b-4624-4ea0-9cda-992c4146a454,Entailment
73981f59-887e-4778-a78a-0bf7b7a405b7,Contradiction
dbd5f70e-0fa9-4b5e-af0e-0ad9efc49bc6,Entailment
5599d5d8-3a7b-41ce-a00c-6e0b609b618d,Contradiction
84942825-f636-4dcf-af2e-172012c0cc9d,Contradiction
e4b448ba-15ad-4cf8-9343-782d45166891,Entailment
27aec260-8dcc-4611-8389-dc9c10d3518d,Contradiction
943f62ca-d87c-4a5e-9355-6750d7d9b58f,Entailment
e53898b8-422f-4317-b2f6-c487409b0750,Entailment
7b819ac1-92e6-41ce-881c-0f4581a690ee,Entailment
c09c08d5-189f-4e15-acb8-2c3cb235aaa6,Entailment
99a6cb19-b6d8-4cb7-84e1-be559854caa6,Contradiction
70539b18-50b0-43f7-b676-2143de2dc3e8,Entailment
52b055fd-9e0d-41ad-9eb7-1a724cbc0112,Entailment
dcfc0053-b963-4542-ae02-228d3d2bd98e,Contradiction
f706897d-d54e-4449-8bc7-da0bd6fbad01,Entailment
c39ec45a-1664-49aa-8356-abbecf045001,Contradiction
eb555e01-0a12-45a1-99ad-7d7dafbe8912,Contradiction
c43583e4-da5f-42b3-ad3d-7ba8b6b28f2b,Contradiction
094e7aec-88db-4ad0-b995-ece8587fd48b,Contradiction
20c98ba5-ca61-4afe-af57-6de08705a5cd,Entailment
58fa0ef4-0355-42bc-8378-fef98752b05e,Contradiction
b033d45a-c039-42de-a073-3c051c6f1e3c,Entailment
75c55f70-aa52-4794-aae7-3a355f1a76e9,Entailment
070ba2da-932a-4a62-861e-3f2c89630b4d,Contradiction
76d498ce-037c-4f7e-8cbb-450d8f6019ec,Entailment
dfd8e736-5ef2-4d36-b124-9382e72f982d,Entailment
a4a2c0ba-3fa9-4fad-9258-7e517ae85e25,Entailment
e8e3fedb-075d-440e-bf2e-baec76f96cca,Entailment
b53a2698-dfb0-416d-9f3e-2e800a360b3e,Entailment
cd067ee2-ed1d-403b-aa50-d61a3399fda3,Contradiction
8b50bdc1-1722-403b-a854-adeaacd02acb,Contradiction
7bf988b4-5e6f-41c4-bef6-7b3549dd58d9,Entailment
84915e35-a8c9-4d26-ad09-4b1df48a6df8,Entailment
64df451c-f868-49e6-9b4e-a325e62ce837,Entailment
dc4765a3-6168-4594-969b-3ce5ea7dc02a,Contradiction
9c2ca035-d531-4d44-876e-6ed9f2d3f76b,Entailment
7238ddd4-eade-4b88-8933-0c3df5be9875,Contradiction
aeddc485-09b1-4ddc-9a45-3a8bf0bec2c3,Entailment
204d5293-d6e5-452a-8961-3b76d6be35c9,Entailment
4ed1c5fd-58e5-4fe8-97b1-59ed509ccb10,Entailment
6d0812b9-f9bd-4cd6-82aa-9c272eba23be,Contradiction
fd0fa999-2f1c-400d-977d-2d45dd9c358c,Contradiction
571d4650-e64b-4cb2-b719-0d7064e51745,Contradiction
4437aa5b-4b4e-4eb4-a258-e7f17dc8f363,Contradiction
d7abbd7d-a767-49c0-bc99-1c28074eac21,Contradiction
54c7e880-a1bf-4206-9573-1c994932ba15,Entailment
f9f0ba74-16e0-4790-afa0-b7616b256e5e,Entailment
412583db-ce19-451d-a804-3837e4dcaea3,Contradiction
bca4c94d-4a49-4e05-82ed-0d5c9707685b,Entailment
97acf304-2707-4a1b-81e7-339fde2ed0ee,Contradiction
21a5f296-5b3c-4860-be64-77ffb8f76501,Entailment
8d27bb53-e66e-4eab-bea4-0597fd5760b5,Entailment
dc60304d-6fd2-4b12-9108-b5ce78454d42,Contradiction
328417f9-8f45-4114-82d7-9396b6bc578e,Contradiction
40d84c7b-e126-4d6f-9588-eb9c385ca716,Contradiction
b685be77-9c55-4948-99cc-2a249739a233,Contradiction
5fbee4f6-43fc-45a7-88c4-3dcd5ff21053,Entailment
8127d46a-3a48-4173-8d00-75e949755a74,Contradiction
576967ff-d2bb-4d1c-b2a1-8516ceb7a519,Contradiction
fd334e71-2bbe-4138-b578-2ab848686045,Contradiction
a72ddea5-ee4b-4895-bd8c-10b4a143c3f8,Entailment
6c29e8c1-36ca-4e6e-b4dc-f1e91b98e546,Contradiction
d1118512-9c0b-4480-ab67-d4e0c7de390d,Contradiction
d35e9b96-20fc-4778-a7db-e87c861c4938,Contradiction
25b01c06-612c-4cfb-b30b-50ebe4d98750,Contradiction
1a76bce8-07e2-4b30-adc8-3c095f0d62b3,Entailment
23f84ae0-fd01-4799-8872-118e22a015e8,Contradiction
c2aea351-6ce5-4d26-9ba5-2632c6367b93,Entailment
388cc99c-4cb3-4ff9-9496-07f4a6bf6ac7,Contradiction
5af6aa8c-69f5-44a5-9c7c-6c94a0fda6e8,Contradiction
455d059c-c3c4-4a09-be0d-a14b9568a0d2,Entailment
6d37ed53-a6e4-403e-8b93-9954a6486dbc,Entailment
e530eed4-ee8b-4a7f-bb36-5ce9ea7ddebe,Contradiction
41a0138d-7084-40d9-99ae-24db9e84acce,Entailment
11cb71ed-1304-42f0-b416-3679c3e9e1b3,Contradiction
6ddf4b5b-69e2-46e1-b032-69c3173fd8ef,Contradiction
9349c7c8-7771-4dfc-8981-3c8d84ac5236,Entailment
4e91cee2-910e-4f08-8a85-1f13545391c3,Entailment
18c281a1-43bd-47f5-9534-feddfcf0a282,Contradiction
dd3d2183-d062-41ed-af63-ae475f2246ec,Contradiction
711fdd40-52ec-401c-90fc-5a11de547ab6,Entailment
49b3b463-a496-404a-a3a5-07cd7d4aaa92,Entailment
43b9c2c8-0785-4885-901b-91a1f893858f,Entailment
43989f85-a059-4dc7-a805-16e081706b2f,Entailment
282a33db-aed6-4daa-bea6-299f424914bb,Contradiction
646691ba-ad29-479f-81dc-131d9710c23b,Contradiction
a0c1da21-1e1f-493b-81e9-4ef133c20090,Contradiction
439b1eca-f583-4a2b-bd8e-0baae97b4c15,Contradiction
e12e5ed1-9a64-4183-9b9d-419e6679ab3d,Entailment
73849f1e-31c6-40c5-ab5c-35d0990ceac2,Entailment
f53c5344-36d7-459f-9f84-300e19decced,Contradiction
77fd9a89-4d9b-40ab-b4ad-fcf554ca68d2,Entailment
99433bba-fce5-4b0a-a076-1f699b51472d,Contradiction
135763e3-70fd-478d-991c-717d6ed55bb3,Entailment
6cbfc99b-6531-412f-bd30-b4a803983831,Entailment
6a3053ef-4495-4c18-9da7-68cf5ed254e0,Contradiction
217b0362-9dd0-4f10-8ca5-c097688bb738,Contradiction
d88235dd-c37b-4971-9c1f-42b282ff41c1,Contradiction
e6bbed17-0fdf-4008-b56e-4d901490ce1a,Entailment
f1f9d4b4-4877-49ad-a2e2-f53efbe40ef9,Entailment
8393ad3d-8521-4316-b69e-64910d8af5e7,Contradiction
cca11232-84c4-44e1-89f1-b57b28643dce,Contradiction
cb36e435-6dc9-4e7b-939b-9da6ceef2a49,Contradiction
7ce21c0f-ad55-4ff7-a180-5e418fe9afc8,Contradiction
42c38d71-6a83-4967-ad81-ec38c6b5aafd,Entailment
6c5ebc06-00c4-4cf5-8912-93972ed5a49b,Entailment
32cc173a-b271-47c9-997d-df17ce1c7494,Contradiction
b742bc02-cd24-4ae7-b8b8-2a57bbd60d14,Contradiction
334b5f86-50c5-4711-994d-31ed67dd4282,Contradiction
04178e95-d808-4a96-ab85-61eb52c17720,Contradiction
18d3b58f-42ca-4178-adb6-4a5f0c9fafde,Entailment
cfa6601b-af52-4eee-883c-89d42b73e02b,Entailment
f58fda4c-f4fd-44a7-8a0f-5d3a16929709,Entailment
e52afcaa-e5d8-4a1f-ae39-8572a64b0aee,Entailment
96042d49-2f5a-44af-8899-2d5ba24c0f6f,Contradiction
587e611a-9c3b-4557-b3ca-56a7dcc6ce1b,Entailment
ea3a7d64-b464-4633-a198-794a4a45b201,Entailment
58165e03-4aa6-4d0c-8256-dbc92ee900c4,Contradiction
fa7b34e2-75e6-4bc4-a154-99be5bd6b381,Entailment
7b9338a5-d3a8-405f-a197-736caf32c455,Contradiction
8f078a17-14cd-4bbc-a9b6-b377ffa077b5,Contradiction
2d36fa83-b68c-420e-873f-e69374d0741f,Contradiction
6e1489a6-3a42-4b52-b690-fb1dd8892749,Entailment
de6b5ea7-b593-43b7-8fe0-358991878e86,Entailment
fe5928a4-1a0c-4c41-9b85-8d7785a8ab4c,Contradiction
827af363-cfd3-4233-9029-e8c7e053c661,Contradiction
3c9a4b79-1f51-477a-a5b6-b69f76aeedf8,Contradiction
98b04dac-b155-4afd-8855-03ed818df5d9,Contradiction
7eeeed55-fe37-47ae-be62-e50557ccaed1,Entailment
cbc96b9d-b39c-4fbe-b8a7-e7df7490881b,Entailment
2a05996c-d5fb-4aa8-9654-fb1d27180888,Contradiction
da24d6fd-1363-489b-ac5a-f44dbe622c5d,Contradiction
437d5311-f0fd-4d61-82a2-5db0d07415f6,Entailment
af0e8d9b-f748-424d-a4e7-6bb3bf0ee7a2,Entailment
2bd78232-4872-4d66-ade9-836190b86e1d,Contradiction
80a26581-a95c-4c22-864f-93425b1fc165,Entailment
4c926c31-8786-47b0-a032-1d59f759bca5,Entailment
62384871-8eb2-414b-8cc9-e756a188e19e,Contradiction
a6e81477-f863-4a83-9007-fd2f1f5c6781,Contradiction
2312576f-7c8d-4fcd-80e8-42cf3d81dd04,Contradiction
8f4d4e78-5e46-47b6-865c-ad6b689d69e0,Contradiction
a8268e5e-d758-4dcf-8dd9-78c2016bc7f6,Entailment
d53cf5fe-1104-4b05-886c-bb5499cdc047,Contradiction
1bd849aa-409c-4214-a930-4d187a645466,Contradiction
a5415a49-0b04-4f8f-a7ec-a8c276b2cf64,Entailment
5578e4a3-95d9-4803-8d13-b9c0276f92e0,Entailment
5e92a3fd-5ffa-49db-9978-897321839068,Contradiction
539bf07d-199d-4c9b-af16-5f314962bcfc,Contradiction
00831e0c-eaad-4fe9-a791-f105815fa215,Contradiction
0a266c52-2a4e-4aed-a04c-85c148f2cd41,Entailment
4e5a04a1-2513-472b-b2a7-891d68a3b549,Entailment
6734e552-d882-446e-a02f-c6bbe2eeb6ed,Contradiction
3ab9a40f-bbd8-43ed-a468-7fdbe3d9ce19,Entailment
3a4198ab-ae79-4200-b073-860b2e86813d,Contradiction
327d67d2-35e7-45c3-958a-7955905f2d57,Entailment
a1807b6a-6ee6-4c74-bf44-53d39c31c66f,Contradiction
df39cd99-7291-4749-a7d5-ff760b7c3fc2,Entailment
54a1eab3-1e8e-4c1c-a30f-f4d677a84c71,Contradiction
cc6601cf-3aa0-44f7-8476-f3dfc34e7412,Contradiction
7d60c7dd-fb79-4e95-a662-32de2036683f,Contradiction
c12d4dba-17b9-45d6-9a3f-75be190b7795,Entailment
8aca5f0b-c998-4e51-9e53-e23294e61867,Entailment
88857141-6207-4828-b8d4-09d7cc4498c3,Entailment
9d9fc91e-b6a2-4ab8-bb28-a0a182574d90,Contradiction
c43d1ac6-f3d2-44f6-870d-fb91f3365c5b,Contradiction
f03664fa-20b3-4102-b1e2-fe901d028f65,Entailment
95cb9c0a-0725-4108-aebb-f114f77b577c,Entailment
726add6d-9f17-4e3e-a43e-8b391fbb953b,Entailment
8c07a493-66a5-4728-ae22-d6c45b2215a8,Entailment
9340e38d-37ce-4634-9f36-a747f964441c,Contradiction
b20cbb69-8909-4a66-b47c-27192604d187,Contradiction
b5f68d8f-0c92-4f58-9740-78556c039e58,Contradiction
d475c476-8172-47a0-bf91-7ef5d0f6d081,Contradiction
7f6d7fd9-8aed-472d-af54-b288d16c2135,Contradiction
49c63fc5-be4b-4474-8bfc-0ddf9cf438db,Contradiction
5887ed1d-aa43-4a18-be3a-9141b675d5af,Contradiction
fa6115aa-a765-4d03-9fd0-61c97d5e282f,Contradiction
5a916856-536f-444d-87e7-1b2c032c0656,Entailment
26145056-fdfd-4f2d-909e-be84fc53ede8,Entailment
ceb02a85-73a3-4c00-823e-fb88bc91d239,Entailment
3cae8899-5172-460e-8ff1-e6e1c8a59f0b,Entailment
8367e2fc-f384-43c0-af4e-d4ec41281b2e,Contradiction
20493bc1-bda8-4255-a1d4-40cb499bd845,Entailment
93eef0e8-7a40-452a-a61e-a9d671dcacbd,Entailment
3d9a7121-da16-4e7b-a02d-1932f46cbb77,Contradiction
e2979c27-0eb6-487d-a940-646685e1934b,Entailment
5abfa152-2c23-40b4-ba00-b28336b8b8b5,Entailment
251e979f-a7ba-4dea-afb7-01b9501ec7cf,Contradiction
7eab2fc5-fd40-40bc-a960-90aafe45ef9e,Contradiction
a6299338-84c5-469d-9bd0-eff13b90a7eb,Entailment
5e5253e5-fd72-4f2b-84ba-b370545cd182,Contradiction
5e301f1c-087e-4ca4-b679-cc229d1c0d27,Entailment
0967b501-90dd-4ba4-bebc-8db1e9695431,Entailment
8101ccf6-e6f4-43ba-b22f-9a13e2ddd279,Contradiction
292d0dd3-1b9c-4291-b367-0cc1666178db,Contradiction
ef1d6dfa-2cd0-4e19-99b7-a813d6952706,Entailment
86ed4db6-24fe-4a88-ba9b-6be3f98e0525,Contradiction
d71c6377-89da-457d-acbc-827be4ddb8e5,Entailment
74aebfd6-c201-4c6f-a7af-7e4e0de6b661,Entailment
886a066c-520e-4454-bf20-43ad24b6baf9,Entailment
2a95f6b8-fbdd-47e6-949f-8aee18a2c605,Contradiction
15d7d028-69c2-4e01-b85c-cff568f34cc1,Contradiction
fdadf425-1eaf-4e63-b034-29afcbe48baf,Contradiction
3ad9820f-4ef2-4624-b08a-b910adf25836,Entailment
afdafe17-63a8-4fca-b923-a2bb964493d1,Entailment
a0428861-8e0f-42ca-889f-b2546ae3dbe6,Entailment
e6e3ecde-9d81-41a2-849e-de26c1b9bafc,Entailment
f8a72a9e-357d-4786-8d5d-66ee4ce4d1b2,Entailment
81521795-13b4-46d4-a03e-51ab823e9756,Entailment
b29091a1-befa-4edc-9bc9-06263826bfdd,Entailment
593bde37-5962-441b-ac10-dbe3120cec99,Contradiction
d85fd7f3-2765-407e-a8a3-49c19d9a4311,Contradiction
b6902408-8d60-438b-bb38-416d4a4d76fb,Contradiction
c484c0e8-0530-47cb-89dc-da4c4a7f4c0b,Contradiction
7270c176-7bf2-4b0d-941d-912f5a3ed62c,Entailment
8be0e7b4-f74d-4205-a543-1247762bb467,Contradiction
2c4acb3d-7009-4a19-ac0e-703a96740738,Contradiction
401f0d8c-4f4e-4693-8baa-3ae8664480d3,Contradiction
67f1754a-420c-4605-a41d-784c4d1e77b0,Contradiction
9727b232-81fc-42cc-bd06-05cc81a7453b,Contradiction
1cdbbd44-21df-4279-9e3c-ff501f1361ec,Entailment
78aec7ae-20b1-413b-9cb7-9757274ff1aa,Entailment
b3b66b49-6a4c-4c26-b46c-915ab45374ff,Contradiction
73876da9-0c79-43eb-9d1f-b7f2d729f43c,Entailment
9c7521a7-87fc-4dc0-8c1e-5720836763e2,Contradiction
ffacecd7-caae-434a-866d-a3a25d4f00ac,Entailment
458419cf-ea6f-4939-ba2e-856b8d89b985,Entailment
7482499c-6836-4f68-83f4-4af09b14d566,Entailment
a0d99371-52e5-4d30-81d5-ad65feba2e4e,Entailment
47bcd1c5-f95d-4e21-a999-4bd220c5b940,Entailment
cc411bc6-900e-4ef3-96ef-09f6e5565a18,Entailment
1943100e-196d-4022-a38a-9ae0dd816294,Contradiction
d11356c5-cf48-40dc-aa23-46e71f564afd,Entailment
f8e8c733-3fc0-4699-814f-b5d505c71435,Entailment
dfea11ab-1a3f-4a76-9fae-96d486f76e10,Entailment
285b3905-8e47-4b26-8aa5-2d9d7f717a6c,Entailment
92935ccc-f20d-4e27-9a5f-cb8d47162de6,Entailment
74308ad0-4b9d-4632-9580-5e280dedbc77,Entailment
